NAME,SEASON,AGE,GP,TEAM,POS,MpG,PpG,RpG,ApG,SpG,BpG,TOpG,FPpG
JOEL EMBIID,2022,29.1,66,Phi,C-F,34.6,33.1,10.2,4.2,1.0,1.7,3.4,56.940000000000005
JOEL EMBIID,2023,30.1,39,Phi,C,33.6,34.7,11.0,5.6,1.2,1.7,3.8,61.2
JOEL EMBIID,2024,31.099999999999998,19,Phi,C-F,30.2,23.8,8.2,4.5,0.7,0.9,3.3,41.89000000000001
JOHN BUTLER JR,2022,20.3,19,Por,F,11.6,2.4,0.9,0.6,0.4,0.5,0.1,6.68
JOHN COLLINS,2020,23.65,63,Atl,F-C,29.3,17.6,7.4,1.2,0.54,1.0,1.33,31.570000000000007
JOHN COLLINS,2021,24.55,54,Atl,F-C,30.8,16.2,7.8,1.8,0.61,1.04,1.11,32.099999999999994
JOHN COLLINS,2022,25.5,71,Atl,F-C,30.0,13.1,6.5,1.2,0.6,1.0,1.1,27.299999999999997
JOHN COLLINS,2023,26.6,68,Uta,F,28.0,15.1,8.5,1.1,0.6,0.9,1.4,30.049999999999997
JOHN COLLINS,2024,27.6,40,Uta,F-C,30.5,19.0,8.2,2.0,1.0,1.0,2.6,35.239999999999995
JOHN KONCHAR,2020,25.150000000000002,43,Mem,G,13.4,4.3,3.0,1.1,0.7,0.21,0.42,11.86
JOHN KONCHAR,2021,26.05,72,Mem,G,17.9,4.8,4.6,1.5,0.64,0.31,0.4,15.020000000000001
JOHN KONCHAR,2022,27.0,72,Mem,G,20.7,5.1,4.3,1.4,1.1,0.3,0.5,14.559999999999995
JOHN KONCHAR,2023,28.1,55,Mem,G,21.3,4.3,4.7,2.0,0.9,0.9,0.8,17.54
JOHN KONCHAR,2024,29.1,46,Mem,G,12.1,2.4,3.3,0.9,0.7,0.3,0.3,10.409999999999998
JOHN WALL,2020,30.690000000000005,40,Hou,G,32.2,20.6,3.2,6.9,1.05,0.78,3.53,36.75
JOHN WALL,2022,32.6,34,Lac,G,22.2,11.4,2.7,5.2,0.8,0.4,2.4,23.640000000000004
JOHNNY DAVIS,2022,21.1,28,Was,G,15.1,5.8,2.3,1.0,0.4,0.3,0.6,15.459999999999999
JOHNNY DAVIS,2023,22.1,50,Was,G,12.3,3.0,1.4,0.6,0.4,0.2,0.3,7.080000000000001
JOHNNY DAVIS,2024,23.1,34,Was,G,7.1,2.4,1.1,0.3,0.4,0.2,0.2,5.7700000000000005
JOHNNY FURPHY,2024,20.3,50,Ind,G,7.6,2.1,1.4,0.4,0.4,0.2,0.2,5.980000000000001
JOHNNY JUZANG,2022,22.1,18,Uta,G,12.9,4.8,2.2,0.4,0.2,0.2,0.2,9.94
JOHNNY JUZANG,2023,23.1,20,Uta,G,18.6,7.2,1.8,1.2,0.2,0.1,0.7,11.360000000000001
JOHNNY JUZANG,2024,24.1,64,Uta,G,19.8,8.9,2.9,1.1,0.6,0.1,0.6,15.530000000000003
JON TESKE,2021,20.0,3,Mem,C,2.6,0.0,0.6999999999999998,0.3,0.33,0.0,0.0,2.2800000000000002
JONAS VALANCIUNAS,2020,29.03,62,Mem,C,28.3,17.1,12.5,1.8,0.56,0.92,1.61,37.63
JONAS VALANCIUNAS,2021,29.930000000000003,74,Nor,C,30.300000000000004,17.8,11.4,2.6,0.57,0.81,2.42,37.1
JONAS VALANCIUNAS,2022,30.9,79,Nor,C,24.9,14.099999999999998,10.2,1.8000000000000003,0.3,0.7,2.0,32.44
JONAS VALANCIUNAS,2023,31.899999999999995,82,Nor,C,23.5,12.2,8.8,2.1,0.4000000000000001,0.8000000000000002,1.4,28.11
JONAS VALANCIUNAS,2024,32.9,81,Was,C,18.775308641975307,10.393827160493826,7.725925925925925,2.0419753086419754,0.4395061728395062,0.6,1.4839506172839507,24.362469135802467
JONATHAN ISAAC,2022,25.5,11,Orl,F,11.3,5.0,4.0,0.5,1.3,0.4,0.4,12.250000000000002
JONATHAN ISAAC,2023,26.5,58,Orl,F,15.8,6.8,4.5,0.5,0.7,1.2,0.5,18.15
JONATHAN ISAAC,2024,27.5,71,Orl,F,15.400000000000002,5.4,4.4,0.6,0.9,1.1,0.5,17.080000000000002
JONATHAN KUMINGA,2021,19.51,70,Gol,F,16.9,9.3,3.3,0.9,0.44,0.31,1.06,15.8
JONATHAN KUMINGA,2022,20.5,67,Gol,F,20.8,9.9,3.4,1.9,0.6,0.5,1.4,18.73
JONATHAN KUMINGA,2023,21.5,74,Gol,F,26.3,16.1,4.8,2.2,0.7,0.5,1.6,27.159999999999997
JONATHAN KUMINGA,2024,22.5,47,Gol,F,24.300000000000004,15.3,4.6,2.2,0.8,0.4,1.5,26.220000000000002
JONATHAN MOGBO,2024,23.5,63,Tor,F,20.4,6.2,4.9,2.3,0.9,0.5,1.1,18.63
JONTAY PORTER,2020,21.5,11,Mem,C-F,4.9,2.0,1.3,0.1,0.27,0.09,0.64,4.1499999999999995
JONTAY PORTER,2023,24.4,26,Tor,C-F,13.8,4.4,3.2,2.3,0.8,0.8,0.8,15.690000000000001
JORDAN BELL,2020,26.360000000000003,6,Was,F,13.616666666666667,2.5,4.0,1.1666666666666667,0.5,0.8333333333333334,0.6666666666666666,12.383333333333335
JORDAN BELL,2021,27.26,1,Chi,F,2.0,0.0,1.0,0.0,1.0,0.0,0.0,4.2
JORDAN BONE,2020,23.53,14,Orl,G,14.0,4.0,1.7,1.3,0.14,0.0,0.21,8.2
JORDAN CLARKSON,2020,28.94,68,Uta,G,26.7,18.4,4.0,2.5,0.9,0.15,1.69,28.409999999999997
JORDAN CLARKSON,2021,29.84,79,Uta,G,27.1,16.0,3.5,2.5,0.84,0.2,1.6299999999999997,25.44
JORDAN CLARKSON,2022,30.8,61,Uta,G,32.6,20.8,4.0,4.4,0.5,0.2,3.0,33.7
JORDAN CLARKSON,2023,31.9,55,Uta,G,30.6,17.1,3.4,5.0,0.6,0.1,2.7,28.080000000000002
JORDAN CLARKSON,2024,32.9,37,Uta,G,26.0,16.2,3.2,3.7,0.8,0.2,2.3,26.290000000000003
JORDAN FORD,2023,25.899999999999995,6,Sac,G,3.6,2.0,0.3,0.3,0.0,0.0,0.20000000000000004,2.6099999999999994
JORDAN GOODWIN,2021,23.47,2,Was,G,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.6
JORDAN GOODWIN,2022,24.5,62,Was,G,17.8,6.6,3.3,2.7,0.9,0.4,0.9,16.71
JORDAN GOODWIN,2023,25.5,57,Pho,G,18.56315789473684,6.491228070175438,4.421052631578948,2.745614035087719,0.868421052631579,0.2894736842105263,0.968421052631579,18.42017543859649
JORDAN GOODWIN,2024,26.5,29,Lal,G,18.7,5.6,3.9,1.4,1.0,0.4,0.9,15.679999999999996
JORDAN HALL,2022,21.2,9,San,G,9.1,3.1,1.3,1.2,0.1,0.0,0.8,6.260000000000001
JORDAN HAWKINS,2023,22.0,67,Nor,G,17.3,7.800000000000001,2.2,1.0,0.3,0.1,0.6,12.540000000000001
JORDAN HAWKINS,2024,23.0,56,Nor,G,23.6,10.8,2.8,1.2,0.5,0.4,1.0,17.66
JORDAN MCLAUGHLIN,2020,25.1,51,Min,G,18.4,5.0,2.1,3.8,1.0,0.12,1.0,15.579999999999998
JORDAN MCLAUGHLIN,2021,26.0,62,Min,G,14.5,3.8,1.5,2.9,0.92,0.16,0.61,12.58
JORDAN MCLAUGHLIN,2022,27.0,43,Min,G,15.799999999999999,3.6999999999999997,1.4,3.4,0.7,0.09999999999999999,0.7999999999999999,11.780000000000001
JORDAN MCLAUGHLIN,2023,28.0,56,Min,G,11.2,3.5,1.3,2.0,0.6,0.1,0.3,9.86
JORDAN MCLAUGHLIN,2024,29.0,46,Sac,G,6.839130434782609,2.134782608695652,0.682608695652174,1.1347826086956523,0.36086956521739133,0.0391304347826087,0.36086956521739133,5.495217391304348
JORDAN MILLER,2023,24.2,8,Lac,G,3.5,1.6,0.6,0.0,0.0,0.0,0.1,2.22
JORDAN MILLER,2024,25.2,37,Lac,G,11.4,4.1,1.6,0.9000000000000001,0.5,0.1,0.7,8.47
JORDAN NWORA,2020,22.69,30,Mil,F,9.1,5.7,2.0,0.2,0.53,0.23,0.8,9.879999999999999
JORDAN NWORA,2021,23.59,62,Mil,F,19.1,7.9,3.6,1.0,0.39,0.27,0.92,14.780000000000003
JORDAN NWORA,2022,24.600000000000005,62,Mil,F,19.14516129032258,8.709677419354838,3.7193548387096778,1.4258064516129034,0.37741935483870964,0.23870967741935484,1.0548387096774194,16.821290322580644
JORDAN NWORA,2023,25.6,52,Tor,F,13.696153846153845,6.965384615384616,2.8461538461538463,1.1961538461538461,0.4961538461538461,0.2961538461538462,1.0269230769230768,13.525000000000002
JORDAN POOLE,2020,21.91,51,Gol,G,19.4,12.0,1.8,1.9,0.51,0.18,1.0,18.08
JORDAN POOLE,2021,22.81,76,Gol,G,30.0,18.5,3.4,4.0,0.79,0.3,2.46,29.389999999999997
JORDAN POOLE,2022,23.8,82,Gol,G,30.0,20.4,2.7,4.5,0.8000000000000002,0.3,3.1,30.89
JORDAN POOLE,2023,24.8,78,Was,G,30.1,17.4,2.7,4.4,1.1,0.3,2.4,29.040000000000003
JORDAN POOLE,2024,25.8,68,Was,G,29.4,20.5,3.0,4.4,1.3,0.4,3.0,32.800000000000004
JORDAN SCHAKEL,2021,23.83,4,Was,G,7.6,1.3,2.0,0.0,0.25,0.0,0.25,4.2
JORDAN SCHAKEL,2022,24.8,2,Was,G,3.1,1.5,0.0,0.5,0.5,0.0,0.0,3.15
JORDAN WALSH,2023,20.1,9,Bos,G,9.3,1.7,2.2,0.6,0.6,0.1,0.3,7.04
JORDAN WALSH,2024,21.1,52,Bos,G,7.799999999999999,1.6,1.3000000000000003,0.4,0.2,0.2,0.3,4.660000000000001
JOSE ALVARADO,2021,24.0,54,Nor,G,15.4,6.1,1.9,2.8,1.3100000000000003,0.13,0.74,16.16
JOSE ALVARADO,2022,25.0,61,Nor,G,21.5,9.0,2.3,3.0,1.1,0.2,1.3,18.259999999999998
JOSE ALVARADO,2023,26.0,56,Nor,G,18.4,7.1,2.3,2.1,1.1,0.3,0.7,16.509999999999998
JOSE ALVARADO,2024,27.0,56,Nor,G,24.4,10.3,2.4,4.6,1.3,0.3,1.5,23.379999999999995
JOSH CHRISTOPHER,2021,20.34,74,Hou,G,18.0,7.9,2.5,2.0,0.91,0.18,1.54,15.629999999999999
JOSH CHRISTOPHER,2022,21.3,64,Hou,G,12.3,5.8,1.1,1.1,0.5,0.2,0.9,11.469999999999999
JOSH CHRISTOPHER,2024,23.3,14,Mia,G,5.0,2.0,0.6,0.6,0.4,0.2,0.4,5.0200000000000005
JOSH GIDDEY,2021,19.5,54,Okc,G,31.5,12.5,7.8,6.4,0.94,0.37,3.17,32.22
JOSH GIDDEY,2022,20.5,76,Okc,G,31.2,16.6,7.8999999999999995,6.2,0.8,0.4,2.8,35.88000000000001
JOSH GIDDEY,2023,21.5,80,Okc,G,25.1,12.3,6.4,4.8,0.7,0.6,2.1,28.98
JOSH GIDDEY,2024,22.5,70,Chi,G,30.2,14.6,8.1,7.2,1.2,0.6,2.9,37.620000000000005
JOSH GREEN,2020,20.5,39,Dal,G,11.4,2.6,2.0,0.7,0.41,0.08,0.44,7.079999999999998
JOSH GREEN,2021,21.4,67,Dal,G,15.5,4.8,2.4,1.2,0.67,0.21,0.66,11.46
JOSH GREEN,2022,22.4,60,Dal,G,25.7,9.1,3.0,1.7,0.7,0.1,1.2,15.25
JOSH GREEN,2023,23.4,57,Dal,G,26.4,8.2,3.2,2.3,0.8,0.2,1.1,17.39
JOSH GREEN,2024,24.4,68,Cha,G,27.8,7.4,2.5,1.6,1.1,0.2,1.0,15.700000000000003
JOSH HALL,2020,20.6,21,Okc,F,16.0,4.1,2.8,1.3,0.19,0.05,1.19,8.940000000000001
JOSH HART,2020,26.199999999999996,47,Nor,G,28.699999999999996,9.2,8.0,2.3,0.81,0.26,1.09,24.369999999999997
JOSH HART,2021,27.1,54,Nor,G,33.162962962962965,14.964814814814813,7.222222222222222,4.148148148148148,1.1312962962962965,0.2411111111111111,2.1148148148148147,31.856111111111108
JOSH HART,2022,28.100000000000005,76,Por,G,32.281578947368416,9.730263157894736,7.805263157894737,3.801315789473684,1.1986842105263158,0.29868421052631583,1.5,26.693289473684207
JOSH HART,2023,29.099999999999998,81,Nyk,G,33.4,9.4,8.3,4.1,0.9,0.3,1.5,27.61
JOSH HART,2024,30.100000000000005,77,Nyk,G,37.6,13.600000000000001,9.6,5.9,1.5,0.4,2.1,37.57
JOSH JACKSON,2020,24.26,62,Det,G-F,25.2,13.4,4.1,2.3,0.85,0.76,2.29,24.310000000000006
JOSH JACKSON,2021,25.16,51,Det,G-F,16.241176470588236,6.4411764705882355,2.8000000000000003,1.088235294117647,0.511764705882353,0.4294117647058824,0.918235294117647,13.338823529411766
JOSH MINOTT,2022,20.4,15,Min,F,6.4,3.1,1.7,0.3,0.3,0.4,0.2,7.790000000000001
JOSH MINOTT,2023,21.4,32,Min,F,2.9,1.6,0.5,0.3,0.2,0.1,0.1,3.4500000000000006
JOSH MINOTT,2024,22.4,46,Min,F,6.0,2.6,1.0,0.4,0.3,0.3,0.2,6.000000000000001
JOSH OKOGIE,2020,22.71,59,Min,G,20.3,5.4,2.6,1.1,0.92,0.47,0.73,13.61
