NAME,SEASON,AGE,GP,TEAM,POS,MpG,PpG,RpG,ApG,SpG,BpG,TOpG,FPpG,FPpG_next,GP_next,FP_total,FP_total_next
DREW EUBANKS,2021,25.190000000000005,71,San,F-C,17.49154929577465,7.736619718309859,5.394366197183099,1.1859154929577465,0.4404225352112676,0.5604225352112676,1.1414084507042253,17.84985915492958,20.730000000000004,78.0,1267.3400000000001,1616.9400000000003
DREW EUBANKS,2022,26.2,78,Por,F-C,20.3,6.6,5.4,1.3,0.5,1.3,0.9,20.730000000000004,14.259999999999996,75.0,1616.9400000000003,1069.4999999999998
DREW EUBANKS,2023,27.2,75,Pho,F-C,15.6,5.1,4.3,0.8,0.4,0.8,0.8,14.259999999999996,12.32983606557377,61.0,1069.4999999999998,752.12
DREW PETERSON,2023,24.399999999999995,3,Bos,F,7.599999999999999,3.7000000000000006,0.3,0.3,0.6999999999999998,0.0,0.3,6.31,5.4700000000000015,25.0,18.93,136.75000000000003
DRU SMITH,2022,25.3,15,Bro,G,10.6,2.933333333333333,1.6,1.4666666666666666,0.6666666666666666,0.26666666666666666,0.2,8.053333333333335,11.920000000000002,9.0,120.80000000000001,107.28000000000002
DRU SMITH,2023,26.3,9,Mia,G,14.5,4.3,1.6,1.6,1.0,0.3,0.6,11.920000000000002,16.32,14.0,107.28000000000002,228.48000000000002
DUANE WASHINGTON JR,2021,22.05,48,Ind,G,20.2,9.9,1.7,1.8,0.54,0.06,1.19,15.250000000000002,12.440000000000001,31.0,732.0000000000001,385.64000000000004
DUNCAN ROBINSON,2020,27.07,72,Mia,F,31.399999999999995,13.1,3.5,1.7999999999999998,0.6,0.28,1.13,21.51,17.79,79.0,1548.72,1405.4099999999999
DUNCAN ROBINSON,2021,27.970000000000002,79,Mia,F,25.9,10.9,2.6,1.6,0.53,0.18,0.76,17.79,11.370000000000001,42.0,1405.4099999999999,477.54
DUNCAN ROBINSON,2022,29.0,42,Mia,F,16.5,6.4,1.6,1.1,0.3,0.0,0.7,11.370000000000001,21.400000000000006,68.0,477.54,1455.2000000000003
DUNCAN ROBINSON,2023,30.0,68,Mia,F,28.0,12.9,2.5,2.8,0.7,0.2,1.4,21.400000000000006,17.96,74.0,1455.2000000000003,1329.04
DUOP REATH,2023,27.8,68,Por,C,17.9,9.1,3.7,1.0,0.5,0.6,0.8,17.54,9.0,46.0,1192.72,414.0
DWIGHT HOWARD,2020,35.44,69,Phi,C-F,17.3,7.0,8.4,0.9,0.43,0.9,1.62,20.799999999999997,16.91,60.0,1435.1999999999998,1014.6
DWIGHT POWELL,2020,29.83,58,Dal,F-C,16.6,5.9,4.1,1.1,0.6,0.52,0.69,15.14,18.39,82.0,878.12,1507.98
DWIGHT POWELL,2021,30.73,82,Dal,F-C,21.9,8.7,4.9,1.2,0.44999999999999996,0.48,0.78,18.39,15.669999999999995,76.0,1507.98,1190.9199999999996
DWIGHT POWELL,2022,31.7,76,Dal,F-C,19.2,6.7,4.1,0.9,0.6,0.3,0.9,15.669999999999995,10.930000000000001,63.0,1190.9199999999996,688.5900000000001
DWIGHT POWELL,2023,32.7,63,Dal,F-C,13.3,3.3,3.4,1.3,0.4,0.3,0.5,10.930000000000001,7.919999999999999,55.0,688.5900000000001,435.59999999999997
DYLAN WINDLER,2020,24.65,31,Cle,G-F,16.5,5.2,3.5,1.1,0.61,0.39,1.03,13.020000000000001,6.11,50.0,403.62000000000006,305.5
DYLAN WINDLER,2021,25.55,50,Cle,G-F,9.2,2.2,1.8,0.7,0.28,0.06,0.32,6.11,1.8499999999999999,3.0,305.5,5.55
DYLAN WINDLER,2022,26.5,3,Cle,G-F,3.5,1.7,0.0,0.3,0.3,0.0,0.3,1.8499999999999999,4.798235294117647,17.0,5.55,81.57
DYSON DANIELS,2022,20.1,59,Nor,G,17.7,3.8,3.2,2.3,0.7,0.2,1.0,11.59,18.93,61.0,683.81,1154.73
DYSON DANIELS,2023,21.1,61,Nor,G,22.3,5.8,3.9,2.7,1.4,0.4,1.0,18.93,36.88,76.0,1154.73,2802.88
ED DAVIS,2020,31.95,23,Min,C-F,13.0,2.1,5.0,0.9,0.57,0.57,0.3,12.57,4.7299999999999995,31.0,289.11,146.63
EDMOND SUMNER,2020,25.38,53,Ind,G,16.2,7.5,1.8,0.9,0.62,0.19,0.96,12.48,12.049999999999997,53.0,661.44,638.6499999999999
EJ LIDDELL,2023,23.3,8,Nor,F,2.9,0.5,0.6,0.1,0.3,0.3,0.3,2.87,3.31,12.0,22.96,39.72
ELFRID PAYTON,2020,27.23,63,Nyk,G,23.6,10.1,3.4,3.2,0.75,0.14,1.63,20.020000000000003,9.08,50.0,1261.2600000000002,454.0
ELFRID PAYTON,2021,28.13,50,Pho,G,11.0,3.0,1.8,2.0,0.5,0.12,0.94,9.08,19.689999999999998,24.0,454.0,472.55999999999995
ELIJAH HUGHES,2020,23.19,18,Uta,G,3.5,1.7,0.5,0.3,0.060000000000000005,0.060000000000000005,0.33,2.7800000000000002,7.718333333333334,36.0,50.040000000000006,277.86
EMONI BATES,2023,20.2,15,Cle,F,8.9,2.7,0.9,0.7,0.1,0.1,0.5,4.929999999999999,6.14,10.0,73.94999999999999,61.4
ERIC BLEDSOE,2020,31.440000000000005,71,Nor,G,29.699999999999996,12.2,3.4,3.8000000000000003,0.77,0.34,1.58,23.729999999999997,23.020000000000003,54.0,1684.8299999999997,1243.0800000000002
ERIC GORDON,2020,32.39,27,Hou,G,29.2,17.8,2.1,2.6,0.52,0.48,1.8899999999999997,25.33,20.400000000000002,57.0,683.91,1162.8000000000002
ERIC GORDON,2021,33.29,57,Hou,G,29.3,13.4,2.0,2.7,0.49,0.32000000000000006,1.88,20.400000000000002,20.724202898550722,69.0,1162.8000000000002,1429.9699999999998
ERIC GORDON,2022,34.3,69,Hou,G,28.510144927536228,12.430434782608694,1.972463768115942,2.6449275362318843,0.6,0.4,1.5449275362318842,20.724202898550722,19.259999999999998,68.0,1429.9699999999998,1309.6799999999998
ERIC GORDON,2023,35.3,68,Pho,G,27.8,11.0,1.8,2.0,1.0,0.4,1.1,19.259999999999998,13.09,39.0,1309.6799999999998,510.51
ERIC PASCHALL,2020,24.53,40,Gol,F,17.4,9.5,3.2,1.3,0.3,0.18,1.08,15.649999999999997,9.139999999999999,58.0,625.9999999999999,530.1199999999999
EUGENE OMORUYI,2021,25.15,4,Dal,F,4.5,1.8,1.8,0.5,0.0,0.0,0.0,4.71,12.34825,40.0,18.84,493.93
EUGENE OMORUYI,2022,26.2,40,Okc,F,16.0925,6.9399999999999995,2.81,0.7125,0.6849999999999999,0.085,0.8699999999999999,12.34825,10.0,43.0,493.93,430.0
EVAN FOURNIER,2020,28.550000000000004,42,Orl,G-F,29.9952380952381,17.147619047619045,3.052380952380952,3.4714285714285715,1.1199999999999999,0.45666666666666667,1.740952380952381,29.006666666666668,22.779999999999998,80.0,1218.28,1822.3999999999999
EVAN FOURNIER,2021,29.45,80,Nyk,G-F,29.5,14.1,2.6,2.1,0.99,0.25,1.31,22.779999999999998,11.21,27.0,1822.3999999999999,302.67
EVAN FOURNIER,2022,30.4,27,Nyk,G-F,17.0,6.1,1.8,1.3,0.6,0.1,0.8,11.21,14.121875000000003,32.0,302.67,451.9000000000001
EVAN MOBLEY,2021,20.81,69,Cle,C,33.8,15.0,8.3,2.5,0.81,1.67,1.91,34.24,36.6,79.0,2362.56,2891.4
EVAN MOBLEY,2022,21.8,79,Cle,C,34.4,16.2,9.0,2.8,0.8,1.5,1.8000000000000003,36.6,36.879999999999995,50.0,2891.4,1843.9999999999998
EVAN MOBLEY,2023,22.8,50,Cle,C,30.6,15.7,9.4,3.2,0.9,1.4,1.8,36.879999999999995,39.96000000000001,71.0,1843.9999999999998,2837.1600000000008
FACUNDO CAMPAZZO,2020,30.15,65,Den,G,21.9,6.1,2.1,3.6,1.22,0.22,1.12,17.22,15.290000000000001,65.0,1119.3,993.85
FACUNDO CAMPAZZO,2021,31.05,65,Den,G,18.2,5.1,1.8,3.4,0.97,0.35,1.03,15.290000000000001,3.2100000000000004,8.0,993.85,25.680000000000003
FRANK JACKSON,2020,23.04,40,Det,G,18.5,9.8,2.2,0.9,0.38,0.03,0.8800000000000001,14.14,15.339999999999998,53.0,565.6,813.0199999999999
FRANK JACKSON,2021,23.940000000000005,53,Det,G,22.0,10.6,1.6000000000000003,1.0,0.51,0.16999999999999998,0.72,15.339999999999998,4.8,1.0,813.0199999999999,4.8
FRANK KAMINSKY,2020,28.12,47,Pho,F-C,15.2,6.6,4.0,1.6999999999999997,0.3,0.36,0.47,15.46,22.67,9.0,726.62,204.03000000000003
FRANK KAMINSKY,2021,29.02,9,Pho,F-C,20.1,10.6,4.6,1.4,0.89,0.78,0.56,22.67,7.105,36.0,204.03000000000003,255.78000000000003
FRANK NTILIKINA,2020,22.8,33,Nyk,G,9.8,2.7,0.9,0.6,0.55,0.12,0.33,6.36,8.819999999999999,58.0,209.88000000000002,511.5599999999999
FRANK NTILIKINA,2021,23.7,58,Dal,G,11.8,4.1,1.4,1.2,0.47,0.12,0.53,8.819999999999999,7.159999999999999,47.0,511.5599999999999,336.52
FRANK NTILIKINA,2022,24.699999999999996,47,Dal,G,12.900000000000002,2.8999999999999995,1.3,1.2,0.3,0.1,0.6,7.159999999999999,3.44,5.0,336.52,17.2
FRANZ WAGNER,2021,20.62,79,Orl,F,30.699999999999996,15.2,4.5,2.9,0.86,0.43,1.51,27.30999999999999,30.269999999999992,80.0,2157.4899999999993,2421.5999999999995
FRANZ WAGNER,2022,21.6,80,Orl,F,32.6,18.6,4.1,3.5,1.0,0.2,2.1,30.269999999999992,34.21,72.0,2421.5999999999995,2463.12
FRANZ WAGNER,2023,22.6,72,Orl,F,32.5,19.7,5.3,3.7000000000000006,1.1,0.4,1.8999999999999997,34.21,40.89000000000001,60.0,2463.12,2453.4000000000005
FRED VANVLEET,2020,27.220000000000002,52,Tor,G,36.5,19.6,4.2,6.299999999999999,1.6700000000000002,0.7100000000000001,1.8299999999999998,39.400000000000006,39.910000000000004,65.0,2048.8,2594.15
FRED VANVLEET,2021,28.12,65,Tor,G,37.9,20.3,4.5,6.7,1.71,0.55,2.62,39.910000000000004,36.919999999999995,69.0,2594.15,2547.4799999999996
FRED VANVLEET,2022,29.1,69,Tor,G,36.7,19.3,4.1,7.2,1.8,0.6,2.0,36.919999999999995,39.01,73.0,2547.4799999999996,2847.73
FRED VANVLEET,2023,30.1,73,Hou,G,36.8,17.4,3.8,8.1,1.4,0.8,1.7,39.01,31.439999999999998,60.0,2847.73,1886.3999999999999
FREDDIE GILLESPIE,2020,20.0,20,Tor,F,19.6,5.6,4.9,0.5,0.65,1.05,0.6,16.729999999999997,11.43,9.0,334.5999999999999,102.87
FURKAN KORKMAZ,2020,23.81,55,Phi,G-F,19.3,9.1,2.1,1.5,0.89,0.16,0.84,16.18,14.709999999999999,67.0,889.9,985.5699999999999
FURKAN KORKMAZ,2021,24.72,67,Phi,G-F,21.1,7.6,2.6,1.9,0.49,0.13,0.72,14.709999999999999,6.319999999999999,37.0,985.5699999999999,233.83999999999997
FURKAN KORKMAZ,2022,25.7,37,Phi,G-F,9.6,3.8,1.1,0.6,0.3,0.1,0.6,6.319999999999999,5.83,35.0,233.83999999999997,204.05
GABE VINCENT,2020,24.92,50,Mia,G,13.1,4.8,1.1,1.3,0.42,0.04,0.68,8.77,17.429999999999996,68.0,438.5,1185.2399999999998
GABE VINCENT,2021,25.82,68,Mia,G,23.4,8.7,1.9,3.1,0.9,0.18,1.44,17.429999999999996,15.770000000000001,68.0,1185.2399999999998,1072.3600000000001
GABE VINCENT,2022,26.8,68,Mia,G,25.9,9.4,2.1,2.5,0.9,0.1,1.4,15.770000000000001,8.81,11.0,1072.3600000000001,96.91000000000001
GABE VINCENT,2023,27.8,11,Lal,G,19.8,3.1,0.8,1.9,0.8,0.0,0.5,8.81,12.16,72.0,96.91000000000001,875.52
GABE YORK,2021,20.0,2,Ind,G,10.7,4.0,1.0,2.0,1.0,0.5,0.5,12.2,15.949999999999998,3.0,24.4,47.849999999999994
GABRIEL DECK,2020,26.27,10,Okc,F,21.2,8.4,4.0,2.4,0.8,0.0,0.6,18.599999999999994,4.86,7.0,185.99999999999994,34.02
GARRETT TEMPLE,2020,35.03,56,Chi,G-F,27.3,7.6,2.8,2.2,0.7700000000000001,0.52,1.02,17.11,12.68,59.0,958.16,748.12
GARRETT TEMPLE,2021,35.93,59,Nor,G-F,18.6,5.2,2.4,1.3,0.73,0.39,0.71,12.68,4.659999999999999,21.0,748.12,97.85999999999999
GARRETT TEMPLE,2022,36.9,21,Nor,G-F,6.6,2.4,0.8,0.6,0.3,0.1,0.2,4.659999999999999,7.84,27.0,97.85999999999999,211.68
GARRETT TEMPLE,2023,37.9,27,Tor,G-F,10.7,3.3,1.7,1.0,0.4,0.1,0.5,7.84,6.449999999999998,28.0,211.68,180.59999999999997
GARRISON MATHEWS,2020,24.56,64,Was,G,16.2,5.5,1.4,0.4,0.45,0.11,0.16,9.299999999999999,18.1,65.0,595.1999999999999,1176.5
GARRISON MATHEWS,2021,25.46,65,Hou,G,26.3,10.0,2.9,1.0,0.88,0.37,0.63,18.1,8.190000000000001,54.0,1176.5,442.26000000000005
GARRISON MATHEWS,2022,26.5,54,Hou,G,12.733333333333334,4.8,1.3666666666666667,0.4666666666666667,0.4333333333333333,0.1,0.35,8.190000000000001,8.38,66.0,442.26000000000005,553.08
GARRISON MATHEWS,2023,27.5,66,Atl,G,15.0,4.9,1.4,0.6,0.3,0.1,0.3,8.38,13.73,47.0,553.08,645.3100000000001
GARY CLARK,2020,26.5,39,Orl,F,16.76923076923077,3.051282051282051,2.948717948717949,0.8333333333333334,0.33076923076923076,0.1794871794871795,0.4397435897435897,8.93076923076923,7.63,38.0,348.29999999999995,289.94
GARY HARRIS,2020,26.67,39,Orl,G,27.676923076923078,9.956410256410255,2.0384615384615383,2.0076923076923077,0.7156410256410256,0.2561538461538462,0.9502564102564103,17.37923076923077,18.56,61.0,677.79,1132.1599999999999
GARY HARRIS,2021,27.57,61,Orl,G,28.4,11.1,2.0,1.8,0.97,0.15,1.0,18.56,14.300000000000002,48.0,1132.1599999999999,686.4000000000001
GARY HARRIS,2022,28.600000000000005,48,Orl,G,24.7,8.3,2.0,1.2,0.9,0.3,0.6,14.300000000000002,14.340000000000002,54.0,686.4000000000001,774.3600000000001
GARY HARRIS,2023,29.6,54,Orl,G,24.0,6.9,1.7,1.6,0.9,0.3,0.6,14.340000000000002,7.460000000000001,48.0,774.3600000000001,358.08000000000004
GARY PAYTON II,2020,28.46,10,Gol,G,4.0,2.5,1.1,0.1,0.6,0.1,0.1,5.97,17.040000000000003,71.0,59.699999999999996,1209.8400000000001
GARY PAYTON II,2021,29.36,71,Gol,G,17.6,7.1,3.5,0.9,1.34,0.31,0.56,17.040000000000003,11.855454545454545,22.0,1209.8400000000001,260.82
GARY PAYTON II,2022,30.4,22,Por,G,16.75,4.6090909090909085,3.1409090909090907,1.3727272727272728,0.9681818181818183,0.2590909090909091,0.7363636363636363,11.855454545454545,13.57,44.0,260.82,597.08
GARY PAYTON II,2023,31.4,44,Gol,G,15.5,5.5,2.6,1.1,0.9,0.4,0.6,13.57,14.750000000000002,62.0,597.08,914.5000000000001
GARY TRENT JR,2020,22.33,58,Por,G-F,31.093103448275862,15.351724137931035,2.610344827586207,1.3706896551724137,0.9644827586206897,0.1763793103448276,0.745344827586207,23.217413793103447,29.659999999999997,70.0,1346.61,2076.2
GARY TRENT JR,2021,23.23,70,Tor,G-F,35.0,18.3,2.7,2.0,1.79,0.26,1.03,29.659999999999997,25.720000000000002,66.0,2076.2,1697.5200000000002
GARY TRENT JR,2022,24.2,66,Tor,G-F,32.1,17.4,2.6,1.6,1.6,0.2,0.8,25.720000000000002,22.270000000000003,71.0,1697.5200000000002,1581.1700000000003
GARY TRENT JR,2023,25.2,71,Tor,G-F,28.1,13.7,2.6,1.7,1.1,0.1,0.7,22.270000000000003,18.36,74.0,1581.1700000000003,1358.6399999999999
GEORGE HILL,2020,35.04,30,Phi,G,22.35333333333333,8.706666666666669,2.046666666666667,2.46,0.7693333333333333,0.16666666666666666,1.036,16.624666666666666,14.89,54.0,498.74,804.0600000000001
GEORGE HILL,2021,35.94,54,Mil,G,23.2,6.2,2.9,2.2,0.7800000000000001,0.11,0.76,14.89,11.211304347826085,46.0,804.0600000000001,515.7199999999999
GEORGES NIANG,2020,27.92,72,Uta,F,16.0,6.9,2.4,0.8,0.36,0.1,0.71,11.650000000000002,15.26,76.0,838.8000000000002,1159.76
GEORGES NIANG,2021,28.820000000000004,76,Phi,F,22.8,9.2,2.7,1.3,0.39,0.16,0.78,15.26,14.28,78.0,1159.76,1113.84
GEORGES NIANG,2022,29.8,78,Phi,F,19.4,8.2,2.4,1.0,0.4,0.2,0.7,14.28,16.180000000000003,82.0,1113.84,1326.7600000000002
GEORGES NIANG,2023,30.799999999999997,82,Cle,F,22.3,9.4,3.4000000000000004,1.2,0.4000000000000001,0.20000000000000004,0.8999999999999999,16.180000000000003,16.669493670886073,79.0,1326.7600000000002,1316.8899999999999
GG JACKSON,2023,19.3,48,Mem,F,25.7,14.6,4.1,1.2,0.6,0.5,1.3999999999999997,23.220000000000002,13.239999999999998,29.0,1114.5600000000002,383.96
GIANNIS ANTETOKOUNMPO,2020,26.44,61,Mil,F,33.0,28.1,11.0,5.9,1.18,1.21,3.39,53.93,56.53999999999999,67.0,3289.73,3788.1799999999994
GIANNIS ANTETOKOUNMPO,2021,27.35,67,Mil,F,32.9,29.9,11.6,5.8,1.07,1.36,3.27,56.53999999999999,55.010000000000005,63.0,3788.1799999999994,3465.63
GIANNIS ANTETOKOUNMPO,2022,28.3,63,Mil,F,32.1,31.1,11.8,5.7,0.8,0.8,3.9,55.010000000000005,57.449999999999996,73.0,3465.63,4193.849999999999
GIANNIS ANTETOKOUNMPO,2023,29.4,73,Mil,F,35.2,30.4,11.5,6.5,1.2,1.1,3.4,57.449999999999996,57.63,67.0,4193.849999999999,3861.21
GOGA BITADZE,2020,21.83,45,Ind,C-F,12.5,5.1,3.3,0.8,0.2,1.33,0.38,14.469999999999997,15.71,50.0,651.1499999999999,785.5
GOGA BITADZE,2021,22.73,50,Ind,C-F,14.6,7.0,3.5,1.1,0.42,0.84,0.92,15.71,13.057631578947367,38.0,785.5,496.18999999999994
GOGA BITADZE,2022,23.7,38,Ind,C-F,12.015789473684212,4.418421052631579,3.5973684210526313,1.0342105263157895,0.4,0.6789473684210526,0.6,13.057631578947367,16.87,62.0,496.18999999999994,1045.94
GOGA BITADZE,2023,24.7,62,Orl,C-F,15.4,5.0,4.6,1.3,0.5,1.2,0.7,16.87,23.419999999999998,70.0,1045.94,1639.3999999999999
GORAN DRAGIC,2020,35.03,50,Mia,G,26.7,13.4,3.3,4.4,0.66,0.14,2.38,23.980000000000004,19.006666666666668,21.0,1199.0000000000002,399.14000000000004
GORAN DRAGIC,2021,35.93,21,Bro,G,23.714285714285715,7.466666666666667,3.104761904761905,4.085714285714285,0.9085714285714285,0.19238095238095237,1.6171428571428572,19.006666666666668,14.554912280701751,57.0,399.14000000000004,829.6299999999999
GORDON HAYWARD,2020,31.15,44,Cha,F,34.0,19.6,5.9,4.1,1.18,0.32,2.07,35.26,29.400000000000002,49.0,1551.4399999999998,1440.6000000000001
GORDON HAYWARD,2021,32.05,49,Cha,F,31.9,15.9,4.6,3.6,0.96,0.45,1.65,29.400000000000002,26.41,50.0,1440.6000000000001,1320.5
GORDON HAYWARD,2022,33.0,50,Cha,F,31.5,14.7,4.3,4.1,0.8,0.2,2.0,26.41,20.541176470588233,51.0,1320.5,1047.6
GORGUI DIENG,2020,31.33,38,Mem,C,14.542105263157893,6.805263157894737,3.6999999999999997,1.2578947368421052,0.6815789473684211,0.42526315789473684,0.8442105263157894,15.608421052631575,9.26,44.0,593.1199999999999,407.44
GORGUI DIENG,2021,32.23,44,Atl,C,8.4,3.5,2.8,0.8,0.25,0.3,0.45,9.26,13.249999999999998,31.0,407.44,410.74999999999994
GRADEY DICK,2023,20.4,60,Tor,G,21.1,8.5,2.2,1.1,0.6,0.0,0.8,13.79,23.22,54.0,827.4,1253.8799999999999
GRANT WILLIAMS,2020,22.46,63,Bos,F,18.1,4.7,2.8,1.0,0.51,0.37,0.89,11.309999999999999,16.500000000000004,77.0,712.53,1270.5000000000002
GRANT WILLIAMS,2021,23.36,77,Bos,F,24.4,7.800000000000001,3.5999999999999996,1.0,0.48999999999999994,0.74,0.81,16.500000000000004,17.269999999999996,79.0,1270.5000000000002,1364.3299999999997
GRANT WILLIAMS,2022,24.4,79,Bos,F,25.9,8.1,4.6,1.6999999999999997,0.5,0.4,1.0,17.269999999999996,20.62328947368421,76.0,1364.3299999999997,1567.37
GRANT WILLIAMS,2023,25.4,76,Dal,F,28.002631578947366,10.313157894736841,4.1723684210526315,2.2723684210526316,0.5763157894736842,0.5236842105263158,1.4052631578947368,20.62328947368421,23.87,16.0,1567.37,381.92
GRAYSON ALLEN,2020,25.61,50,Mem,G,25.2,10.6,3.2,2.2,0.92,0.16,0.96,20.02,19.69,66.0,1001.0,1299.5400000000002
GRAYSON ALLEN,2021,26.51,66,Mil,G,27.3,11.1,3.4,1.5,0.7,0.27,0.65,19.69,18.01,72.0,1299.5400000000002,1296.72
GRAYSON ALLEN,2022,27.5,72,Mil,G,27.4,10.4,3.3,2.3,0.8999999999999999,0.2,1.0,18.01,25.88,75.0,1296.72,1941.0
GRAYSON ALLEN,2023,28.5,75,Pho,G,33.5,13.5,3.9,3.0,0.9,0.6,1.3,25.88,19.45,64.0,1941.0,1244.8
GREG BROWN III,2021,20.61,48,Por,F,13.300000000000002,4.7,2.7999999999999994,0.6999999999999998,0.52,0.5,0.75,11.42,4.640000000000001,16.0,548.16,74.24000000000001
GREG BROWN III,2022,21.6,16,Por,F,5.8,1.8,1.2,0.2,0.3,0.3,0.4,4.640000000000001,6.749999999999999,6.0,74.24000000000001,40.49999999999999
GUI SANTOS,2023,21.8,23,Gol,F,8.4,3.6,2.1,0.6,0.2,0.1,0.3,7.619999999999999,10.919999999999996,56.0,175.26,611.5199999999998
HAMIDOU DIALLO,2020,22.799999999999997,52,Okc,G,23.607692307692307,11.63076923076923,5.276923076923077,1.9384615384615385,0.7892307692307692,0.4646153846153846,1.4607692307692308,23.171538461538464,22.24,58.0,1204.92,1289.9199999999998
HAMIDOU DIALLO,2021,23.7,58,Det,G,21.9,11.0,4.8,1.3,1.2200000000000002,0.29,1.0,22.24,16.4,56.0,1289.9199999999998,918.3999999999999
HAMIDOU DIALLO,2022,24.7,56,Det,G,17.8,9.3,3.5,1.0,0.9,0.3,1.3,16.4,5.45,2.0,918.3999999999999,10.9
HARRISON BARNES,2020,28.96,58,Sac,F,36.3,16.1,6.6,3.5,0.74,0.19,1.6,30.459999999999994,27.779999999999998,77.0,1766.6799999999996,2139.06
HARRISON BARNES,2021,29.859999999999996,77,Sac,F,33.6,16.4,5.6,2.4,0.69,0.18,1.55,27.779999999999998,23.9,82.0,2139.06,1959.8
HARRISON BARNES,2022,30.899999999999995,82,Sac,F,32.5,15.0,4.5,1.6000000000000003,0.7,0.10000000000000002,1.0,23.9,19.299999999999997,82.0,1959.8,1582.5999999999997
HARRISON BARNES,2023,31.899999999999995,82,Sac,F,29.0,12.2,3.0,1.2,0.7,0.10000000000000002,0.7,19.299999999999997,20.91,82.0,1582.5999999999997,1714.6200000000001
HARRY GILES III,2020,23.07,38,Por,F-C,9.2,2.8,3.5,0.8,0.21,0.34,0.53,9.32,4.867826086956521,23.0,354.16,111.95999999999998
HASSAN WHITESIDE,2020,31.93,36,Sac,C,15.199999999999998,8.1,6.0,0.6,0.25,1.28,1.11,19.68,22.86,65.0,708.48,1485.8999999999999
HAYWOOD HIGHSMITH,2021,25.34,19,Mia,F,8.6,2.3,1.4,0.3,0.10999999999999999,0.16,0.16,5.08,10.200000000000001,54.0,96.52,550.8000000000001
HAYWOOD HIGHSMITH,2022,26.3,54,Mia,F,18.0,4.4,3.5,0.8,0.7,0.3,0.8,10.200000000000001,14.99,66.0,550.8000000000001,989.34
HAYWOOD HIGHSMITH,2023,27.3,66,Mia,F,20.7,6.1,3.2,1.1,0.8,0.5,0.5,14.99,16.330000000000002,74.0,989.34,1208.42
HERBERT JONES,2021,23.51,78,Nor,F,29.9,9.5,3.8,2.1,1.67,0.77,1.28,23.249999999999996,23.169999999999998,66.0,1813.4999999999998,1529.2199999999998
HERBERT JONES,2022,24.5,66,Nor,F,29.5,9.8,4.1,2.5,1.6,0.6,1.3,23.169999999999998,24.62,76.0,1529.2199999999998,1871.1200000000001
HERBERT JONES,2023,25.5,76,Nor,G,30.5,11.0,3.6,2.6,1.4,0.8,1.2,24.62,25.33,20.0,1871.1200000000001,506.59999999999997
HUNTER TYSON,2023,23.8,18,Den,F,2.7,1.1,0.5,0.1,0.1,0.0,0.1,2.0500000000000003,5.6,51.0,36.900000000000006,285.59999999999997
IGNAS BRAZDEIKIS,2020,22.35,13,Orl,F,19.13076923076923,6.984615384615385,3.446153846153846,1.323076923076923,0.3076923076923077,0.23384615384615384,0.9261538461538461,13.803076923076922,8.920000000000002,42.0,179.44,374.6400000000001
IMMANUEL QUICKLEY,2020,21.92,64,Nyk,G,19.4,11.4,2.1,2.0,0.47,0.19,0.91,17.990000000000002,21.310000000000002,78.0,1151.3600000000001,1662.1800000000003
IMMANUEL QUICKLEY,2021,22.82,78,Nyk,G,23.1,11.3,3.2,3.5,0.69,0.04,1.27,21.310000000000002,27.14,81.0,1662.1800000000003,2198.34
IMMANUEL QUICKLEY,2022,23.8,81,Nyk,G,28.900000000000002,14.9,4.2,3.4,1.0,0.19999999999999998,1.2,27.14,30.152647058823536,68.0,2198.34,2050.3800000000006
IMMANUEL QUICKLEY,2023,24.8,68,Tor,G,29.19705882352941,17.011764705882356,3.829411764705882,4.902941176470588,0.723529411764706,0.1558823529411765,1.447058823529412,30.152647058823536,30.599999999999998,33.0,2050.3800000000006,1009.8
ISAAC BONGA,2020,21.52,40,Was,G,10.8,2.0,1.7,0.6,0.28,0.23000000000000004,0.55,5.92,3.7,15.0,236.8,55.5
ISAAC OKORO,2020,20.3,67,Cle,F-G,32.4,9.6,3.1,1.9,0.93,0.36,1.28,18.759999999999998,17.74,67.0,1256.9199999999998,1188.58
ISAAC OKORO,2021,21.21,67,Cle,F-G,29.6,8.8,3.0,1.8,0.84,0.33,0.87,17.74,12.250000000000002,76.0,1188.58,931.0000000000001
ISAAC OKORO,2022,22.2,76,Cle,F-G,21.7,6.4,2.5,1.1,0.7,0.4,0.6,12.250000000000002,18.95,69.0,931.0000000000001,1307.55
ISAAC OKORO,2023,23.2,69,Cle,F,27.3,9.4,3.0,1.9,0.8,0.5,0.8,18.95,13.080000000000002,55.0,1307.55,719.4000000000001
ISAIAH HARTENSTEIN,2020,23.03,46,Den,C-F,12.160869565217391,5.1695652173913045,3.9130434782608696,1.1956521739130435,0.41521739130434787,0.8508695652173913,0.957391304347826,14.499565217391305,22.180000000000003,68.0,666.98,1508.2400000000002
ISAIAH HARTENSTEIN,2021,23.93,68,Lac,C-F,17.9,8.3,4.9,2.4,0.75,1.13,1.24,22.180000000000003,16.8,82.0,1508.2400000000002,1377.6000000000001
ISAIAH HARTENSTEIN,2022,24.9,82,Nyk,C-F,19.9,5.0,6.5,1.2,0.6,0.8000000000000002,0.8000000000000002,16.8,27.21,75.0,1377.6000000000001,2040.75
ISAIAH HARTENSTEIN,2023,25.9,75,Nyk,C-F,25.3,7.8,8.3,2.5,1.2,1.1,1.2,27.21,33.63999999999999,57.0,2040.75,1917.4799999999996
