NAME,POS,FP_total_pred,MC_mean,MC_std,MC_p10,MC_p50,MC_p90
BRANDON CLARKE,F,1038.678601645075,1036.5288303770096,142.30467280135554,855.743267842052,1032.4729510394982,1220.3186005658636
TERRY ROZIER,G,1036.0219906761602,1035.8656558677542,391.7395108842425,534.9693157886902,1031.6633106221384,1543.4359365281493
JONATHAN MOGBO,F,1032.8786707598822,1040.9456634879944,593.0697652639764,255.06543385495428,1018.8362424587403,1826.959551214548
JORDAN HAWKINS,G,1024.5026720330534,1025.5610853263836,214.19577297246832,755.1125691100269,1019.1938165104198,1302.1578345416945
DUNCAN ROBINSON,F,1024.1929176572426,1028.7015171976273,259.6599737400808,698.2550234741275,1025.4289458830062,1363.43463254104
JARED BUTLER,G,1019.5132936892966,1015.9980337099481,230.28493554598174,727.1866518949934,1009.7285160974559,1314.3575781248771
JUSUF NURKIC,C,1011.7113119748102,1009.2758464447613,225.30755447037635,731.2172600171579,1000.1134992802802,1304.2989864283227
GRAYSON ALLEN,G,1008.858773960897,1009.1346480401243,187.27046911441803,770.9689536767457,1004.2291561161846,1255.946103279906
JAKE LARAVIA,F,1003.5728634818344,997.8496390158114,373.6346009660844,522.670438674071,990.4507185141833,1482.3596697396652
TRAYCE JACKSON-DAVIS,F,1003.4685628595026,1002.443086477566,112.67608784137491,860.5300915507053,998.937761515424,1149.0969994299671
LUKE KENNARD,G,1002.8083749246932,1003.0613849899717,154.93244492349427,805.2942812693776,1001.0437203148324,1203.0069254713644
JORDAN CLARKSON,G,1001.6633750718148,1002.5076695295915,173.57324730140706,783.422173192541,995.479660432496,1231.4692954319585
NICK SMITH JR,G,1001.090410106524,996.8648426854827,261.1286225864114,667.2281205144972,992.1448250167682,1338.275587462391
RONALD HOLLAND II,F,997.0269869313616,1011.9330248972702,629.8490512930434,148.32220097045754,984.6188669158265,1852.115421688274
JARED MCCAIN,G,994.407854166986,1000.3507340873406,512.7025431803017,334.9050984784258,984.7108451741612,1664.0617722502398
JUSTIN EDWARDS,F,992.786715933186,1004.2825019532997,557.7437079115182,265.78952540728994,989.5340578050009,1738.0074136071055
JAYLIN WILLIAMS,F,986.9657292153972,986.0959848911397,200.80476442997377,734.7803102192388,980.2295330777783,1245.025461436998
TIM HARDAWAY JR,G-F,985.7282299094876,987.4831809402906,247.3435285884501,673.5233812439559,980.6314510688526,1311.4962392119908
KEVON LOONEY,F,984.44216720695,987.2953356385209,244.16188339377476,677.2145049691411,983.7711829497078,1306.0759116246645
GEORGES NIANG,F,981.9444757496428,982.9439021664696,137.61056046659914,810.125743587934,979.146241488856,1160.2374956376214
BRANDON BOSTON JR,G,978.0632422710828,978.0613748625524,280.98118771347777,619.2377392359691,974.4024611455593,1339.3990897516246
AL HORFORD,C-F,974.3647379394358,973.4474297984319,220.4272107200625,694.8922960619967,970.3557130115912,1260.1183939136106
MAX STRUS,G-F,973.1797877591696,975.1409971480984,361.1424568760112,515.3678983854492,965.5003219533415,1435.2213690952274
TAUREAN PRINCE,F,971.557856083769,972.250228644583,138.9566285937173,797.5713780812271,969.3098964457918,1152.6309326144412
SAM HAUSER,F,966.9677116631816,966.6066182303069,341.1356923953084,533.8261643894513,963.2271933266683,1404.9013003939247
JARACE WALKER,F,961.8308308716504,961.8925997603928,195.2288329754226,714.4495003450878,957.3607963869438,1216.0637004432688
KRIS DUNN,G,961.8126830961572,957.9837722841404,489.01194221627986,323.11544407724756,943.1845269401667,1595.1533041766245
JOHNNY JUZANG,G,959.7503168218984,960.469395082161,178.70772222770506,735.3649123049206,955.2949107371776,1190.9921827908997
TRISTAN DA SILVA,F,958.6595940910984,990.0260897318632,643.4509048499522,81.17526911917744,959.6335038905283,1842.3164509404394
RICKY COUNCIL IV,G,947.51136569063,946.6090866554033,227.5814873192523,656.4945724709991,943.8706012018577,1241.925922491024
JULIAN STRAWTHER,G,942.940015464368,944.5311072291853,295.18625907253494,564.4674362944368,940.2744304279897,1325.241614275913
DALANO BANTON,F,941.3717048951268,943.8053934068438,278.2391790431666,593.7030740490815,934.3662867956687,1303.172982957819
PRECIOUS ACHIUWA,F,940.7739003657218,938.6987651603505,224.55292351084822,657.8501456810369,934.7123398203205,1228.7056507654324
JA'KOBE WALTER,G,939.9612980954184,952.3300092432282,579.3294646877555,159.21030534422297,934.7711328529629,1706.6489953957212
JONATHAN ISAAC,F,937.0021984940828,936.4370284676035,183.00092442212446,701.5554278152556,933.8193944597565,1171.504283953747
AMIR COFFEY,G-F,933.645744581739,933.4087083444603,322.08376286897544,524.1140866895494,933.4560683438111,1341.5503939766509
MIKE CONLEY,G,933.3662048239698,934.9901686504148,240.64788773516042,633.6601564223105,927.3220559013938,1249.3327221602563
CAM WHITMORE,F,931.2757602308818,930.1503450064778,150.2882487229346,739.8020619477779,924.0552282636693,1126.3341385379258
TYRESE MARTIN,F,929.615022576092,942.1367826161502,552.528402407744,196.74311962752108,921.2387584043803,1675.5382088198146
NOAH CLOWNEY,F-C,923.7559611121228,922.9754064457709,152.5182781304255,733.6908720870846,917.4459415114154,1122.0133708240146
JAXSON HAYES,C-F,923.6421689767592,924.6211914780292,203.86079077095687,666.5273811090443,919.5443088072661,1187.6866254711367
KENTAVIOUS CALDWELL-POPE,G,916.2502619454876,917.0440490884546,137.73436991107548,742.8711868055788,914.4644816590669,1094.9755060186562
TRE JONES,G,908.455804175139,911.7578699810948,482.7324446150617,281.8037509564368,895.0224921472254,1540.6090277616054
JEREMIAH ROBINSON-EARL,F,907.3757717564728,907.9769014292337,278.89552769789657,555.9088423257836,901.7300885004204,1271.8208713620274
VIT KREJCI,G,903.2902379916512,900.8782125688821,326.6525654363694,493.6523269925441,895.2919772735062,1327.1068189199223
HAYWOOD HIGHSMITH,F,894.8558604338516,899.5946257180087,320.13615820895535,495.00835027831454,893.3932720423189,1305.6973794308165
TIDJANE SALAUN,F,894.2190068398538,917.7119969639032,583.4428671189122,104.68257468900858,897.2364753955401,1695.4921334563767
KHRIS MIDDLETON,F,890.1734134613828,886.8887331777335,246.09832947391212,580.3015226660494,877.1633435190151,1211.5448672169243
AJ GREEN,G,888.1619870483547,891.3462107134316,213.6262948510736,618.7688096256784,889.7976558212149,1166.2861732965962
TRENDON WATFORD,G-F,876.3917020195199,876.3851816319931,135.96365327181348,707.3215900425805,871.2663539043311,1054.5478323543957
ZACH COLLINS,F-C,873.565589390054,872.9246992848067,246.865287339353,563.0109607959084,862.902087855903,1194.9754166065638
BOGDAN BOGDANOVIC,G,872.6360157102189,873.773540580642,206.21635073348511,615.4230196108075,869.9329473838366,1137.7754131229058
TERANCE MANN,G-F,872.4273138346189,874.4425319488976,178.0307541181908,647.9621734957658,869.6594339040573,1104.3555682495905
KARLO MATKOVIC,F-C,867.2841775287254,877.1187528069557,491.947538989541,226.61109400916914,860.787824141828,1518.028924750455
JOSH GREEN,G,864.2670386606892,869.8248324686035,261.37616995882,544.533315170705,866.2862697855966,1203.956351402381
BEN SIMMONS,G-F,861.2362199671794,866.8559749194927,339.71269663867963,432.00417850725796,860.3786917828363,1310.4256067445253
TREY LYLES,F,860.7455806792942,857.5705936913919,187.86696366534278,618.9977894802269,852.5580254225829,1100.5546152668417
THOMAS BRYANT,C-F,855.2889293662619,855.3992573838705,294.9641004353591,481.9863419171423,846.6574584265595,1235.0522444124056
DORIAN FINNEY-SMITH,F,849.579102715813,850.6403773127589,126.83044120568381,692.2238278956044,847.0147345605043,1015.5250844099664
ADEM BONA,F,846.103096824901,866.6745571772303,515.4480415237031,169.75095274451388,843.2337654320974,1548.1380427124936
MORITZ WAGNER,F-C,840.7764700302466,839.3233020159813,163.2981671133389,637.2014661490061,830.6108594705989,1054.2089372725075
CHRIS BOUCHER,F,835.3779277151639,831.4148615657823,288.1251185583873,461.73056835998153,826.9644181966048,1201.2725349500904
DREW TIMME,F,833.4731819927036,843.9333615331484,454.72162903480586,257.4399172426952,821.172720079759,1443.7470403044267
ALEX CARUSO,G,832.720877054987,835.59976778048,226.15310162626147,550.8407308476266,827.5486043579174,1133.9464234638906
MALCOLM BROGDON,G,821.5692607234747,820.6775311539532,255.96243283455254,498.37918860350993,811.7459100182766,1155.8747279657287
SAM MERRILL,G,809.8339900643571,806.6466186198534,236.9293120297372,512.2469604219125,801.2520512275948,1111.3133446081308
JULIAN PHILLIPS,F,805.8312041095012,810.664983457664,228.06294826612177,520.677734611623,806.9810025396498,1105.772167528585
CODY MARTIN,F,804.9717035750448,807.87410018029,220.46275709179486,531.4029872818528,802.8386471141937,1093.4407236248403
HERBERT JONES,F,803.466504926276,803.8418899222034,98.42320907678132,678.6204658481164,801.4032293289224,931.9176226297373
CAMERON PAYNE,G,802.6065998081882,800.4787875551397,213.6163656670234,529.6097294094653,793.5833922941472,1075.3735192246863
MASON PLUMLEE,F-C,797.7940049090182,796.515282489671,374.63616295232066,310.58722598718356,794.6658947564231,1281.2382170004958
TRE MANN,G,788.0442640499675,783.8967336266629,164.0998568836192,580.396136645867,777.2616683670096,1000.7280747435531
LONNIE WALKER IV,G-F,784.5967448770481,784.6169950398911,119.34510736657897,636.0874965328106,777.851391979076,941.573300056708
TRISTAN VUKCEVIC,F,781.6615702540449,781.2678806507041,89.56652812209553,670.161820968517,786.3161946610605,892.1951912261659
KYLE ANDERSON,F-G,778.4972805437501,781.2468674965488,264.2237753896336,449.8880537558227,776.9031200890973,1122.1202592533205
TOSAN EVBUOMWAN,F,778.1767696278644,780.0911220219623,231.70871052699601,487.55470051619574,770.0534858810399,1081.3316376768284
JAMISON BATTLE,F,772.7724662470426,804.1792475544057,546.5981695734888,31.453915242541175,775.5352565934193,1536.9073270902506
ORLANDO ROBINSON,C,771.6690158420558,773.4636381082864,220.11812607363305,498.6200436265078,767.5904746579195,1059.9080992757608
LONZO BALL,G,769.5075725403692,770.2178033745887,302.67117307562,385.1638262600157,763.9873019150198,1158.9636510639245
BEN SHEPPARD,G,767.0366104412695,766.974183265478,153.56776699143865,572.1458334180301,762.760420061165,966.0986420963494
JAY HUFF,C,758.9037480066198,765.9760537581914,328.5963602521243,348.29313006051274,756.3233923360935,1194.192266862118
SANDRO MAMUKELASHVILI,F-C,758.0634982682973,758.9466772290923,167.86520574565054,547.2756015405538,754.696655846871,975.6215528788327
CALEB MARTIN,F,754.1172935254372,758.1163149007443,196.7471690393704,514.3718014097543,751.9644641293306,1015.919881968629
GRANT WILLIAMS,F,753.5930197700086,754.2040895271407,206.93942912758632,493.61957486075465,742.3744937044328,1024.0564050413566
RYAN ROLLINS,G,753.2823270258348,753.5461756052252,201.56640629986546,501.7825815017253,748.5332994694015,1016.5314917341365
KENRICH WILLIAMS,G-F,751.8250558646962,751.5357859350354,179.81090715156463,525.944533853215,747.0848509328316,983.434949907345
JADEN HARDY,G,751.1777788443503,752.2645723359051,96.53064761610644,629.5557512867276,749.1576109403994,877.723901339557
BRUCE BROWN,G-F,747.9065156588852,749.4433805396595,113.24665603955246,605.5994017750022,746.6560303731412,897.2054640828463
KJ SIMPSON,G,747.7121129627764,768.2662557923019,489.67667434855167,87.11467175810552,749.5793015462957,1422.600734482976
OSO IGHODARO,F,747.498331277285,775.6037945603949,544.1991262894138,0.0,744.4562341751669,1504.4343667080975
QUINTEN POST,C,746.5600911688944,769.4351285354343,544.6800167020311,0.0,732.8741507748723,1512.6881059263114
KILLIAN HAYES,G,739.8138996120466,738.2672222386642,109.50568146253413,601.462085832236,733.8780285539352,881.6704644633855
NEEMIAS QUETA,C,735.534800644699,737.956449565415,209.92173408470973,473.5122390817585,731.22320272766,1009.4857414314286
DEAN WADE,F-C,732.3487736884832,732.5932330914428,94.52725177577298,612.7966684542223,730.9729196728167,855.0160819776519
ANDRE DRUMMOND,C,728.3548971767524,726.9075002501907,317.49179815097756,320.98191129525685,718.4502453424567,1142.1416168499397
MOUHAMED GUEYE,F,722.1449375260286,721.7732016265919,126.57702458979688,563.1511785655191,716.0769119594815,888.3021921644927
KELLY OLYNYK,F-C,720.5037160124762,722.3288611787519,182.4720471247889,497.02082875910736,715.1739264153985,964.4339238268753
MARCUS BAGLEY,F,718.7816646741746,722.7431444314485,418.48265008120654,162.4933069801558,700.7842842238176,1280.1625557893258
ISAAC OKORO,F-G,717.6996331692351,716.7700375655353,179.54175058642082,489.5198863881232,713.6622150487982,946.99729344578
DALEN TERRY,F,715.4068947286454,715.3258761530244,162.60104068914941,511.0753394691612,713.0040461501642,924.2578171712493
JABARI WALKER,F,714.2213239473847,716.6847461188025,317.50403102165035,307.69627589889404,713.283909226252,1126.4298228300956
ISAIAH MOBLEY,F,708.5748279812644,714.3862675337291,355.7367792991678,264.7168708141753,695.6209932596685,1178.7093673372012
MARCUS SASSER,G,704.8223641068689,703.481126109915,144.24268839857808,522.7486978239086,700.7007258956813,890.1039814033784
OSCAR TSHIEBWE,F-C,696.633436496199,700.8004359448978,363.96295056385947,227.65407839528547,690.8142632406771,1175.9862560059971
SIMONE FONTECCHIO,F,695.0578679260585,691.213053238542,279.309278177435,330.6423804730154,688.0035879021589,1053.656230624549
TALEN HORTON-TUCKER,G,692.814786778069,692.013345633815,199.3744295855379,440.0214040296128,686.7503791854347,948.309833458552
GARY PAYTON II,G,673.614542308659,677.0050843944167,209.94098216673675,416.39984228866615,672.4118341978688,949.1501048843655
GABE VINCENT,G,669.2965383770121,670.7258099899886,235.64804973238697,374.18864409882485,668.9433860311096,971.2278736886112
KEION BROOKS JR,F,666.5186059715112,671.9852314418533,409.9320317482167,116.1297479385294,650.9730990632513,1211.796788651563
AJ LAWSON,G,665.0569092696077,656.9242574617502,249.60652163583381,340.99800519421376,649.8350008647488,977.4079703627898
RICHAUN HOLMES,F,657.2653634136828,659.8668726770604,323.14178384256786,242.33846743856262,649.7040799717431,1082.3484761563818
KJ MARTIN,F,656.9110696891526,658.9404184101463,185.244435031135,426.7309818261108,652.9212002614852,895.9613240446143
JAVONTE GREEN,G,651.2965541151939,662.5861180356465,362.6882687407718,178.18521225541235,655.2555322410022,1134.4258414198962
KRIS MURRAY,F,650.3662470015047,649.7024283032514,187.13086282793032,414.3831671587601,644.254418822919,893.6678187596423
DREW EUBANKS,F-C,649.1072444103972,645.4193725371068,166.16016870380943,438.19092167827773,639.552618801946,860.8645477376455
TOLU SMITH,F,645.1439086123589,654.6915634350554,361.0985137442641,186.04926762631823,640.6304356193866,1138.5888511057622
AJ JOHNSON,G,638.8775912680521,666.9793923773758,474.40036915031885,0.0,631.7030368481699,1300.7232016862527
GUI SANTOS,F,629.7239403542552,630.4329606436347,126.4075204478508,473.0894731976234,626.0421014543663,793.3831555664625
DAQUAN JEFFRIES,G-F,626.0135322032804,626.5324351001728,308.80403667595357,219.1792614300044,620.7038883580328,1021.0051435821268
ROBERT WILLIAMS III,C-F,624.1792917705601,625.8542525902176,180.2684700263491,400.7110032583996,619.4630617116616,861.3604279211884
JOSH OKOGIE,G,621.1240356140554,621.3360782039805,156.735088207605,427.6477546523374,613.592688809824,826.3684338582145
REED SHEPPARD,G,610.8094558467803,643.7043824574137,475.77084361374773,0.0,604.8408126030142,1288.988332910597
MARCUS SMART,G,607.8002365354394,605.9729183210568,183.77351497300447,372.33882700320675,600.2544703257279,840.3083344210751
SVI MYKHAILIUK,G-F,607.0438540454544,606.5820491975279,169.12716823628512,392.84882958971247,599.8716785254194,827.4970073118376
GARRISON MATHEWS,G,605.3736078873111,609.5053735642707,206.00496670810023,353.7260496264643,601.0472542814119,881.4685088945665
JEFF DOWTIN JR,G,604.1588708403718,603.2728540972091,164.91888985877267,398.44388104191086,597.5927764387604,814.1586854337424
ANDRE JACKSON JR,G,602.4176591575454,601.8443273847438,121.2487141407382,448.61518076029336,599.5751217302341,758.0917074539524
STEVEN ADAMS,C,602.289067191453,603.2032219415546,304.9416552637775,213.35173229110356,595.6118294433651,996.680228677084
BRANDON WILLIAMS,G,601.666685231486,606.0550755986656,339.6383712705703,157.82539116816898,594.1590942059777,1054.3183903521774
AJAY MITCHELL,G,590.53030221612,614.1333686685668,445.4169338846829,0.0,583.5593158914332,1215.0875548066147
LARRY NANCE JR,F-C,589.4364921348642,589.8285573091133,157.8575220828453,392.2702290515653,582.9931046702186,794.4991815584357
GG JACKSON,F,585.9770815435841,585.4368275481278,280.62539398870916,226.33030172779831,578.8428033059628,949.7353299917208
COLLIN GILLESPIE,G,583.5910777949637,582.9654458168784,206.0046285898667,325.66592882507246,577.12186905583,847.6871485722786
BOL BOL,C-F,583.4200938652358,588.5316602867053,270.3107769807996,245.8250527535494,581.5734579525046,937.582693219162
ANTONIO REEVES,G,581.8725481313709,608.8819502239469,462.69695705866513,0.0,570.1469123144079,1224.044927512825
CODY WILLIAMS,F,581.5017397824497,627.6304077368226,497.26564948088753,0.0,581.6772025247619,1307.8979756168758
PELLE LARSSON,G,572.8128889834486,617.1888736241633,497.1967387221011,0.0,574.8480363120668,1299.029113370706
SHAKE MILTON,G,567.4000424895322,566.120542907701,238.57262095866068,262.88330119571657,561.9446036121337,874.4539048966607
ISAIAH JACKSON,F,563.530591648376,564.270993004914,100.30991129985983,438.1520952534283,560.5667800885269,694.3249021502013
BLAKE WESLEY,G,562.7972841928,562.5250391444506,86.98961194177038,452.4519496786473,558.9286828359944,677.1244320596774
OLIVIER-MAXENCE PROSPER,F,557.3146702313295,558.3612992839534,96.41024411064568,435.6751931507201,555.6863166084527,683.743756373518
MATISSE THYBULLE,G-F,555.4332484507397,557.0443759974618,147.5175841915757,373.72902421446145,548.6364232657806,750.5440392237385
JETT HOWARD,G,554.4816883969127,557.6688591911458,167.8343296512329,345.7923502608567,553.8404745086541,774.513639464427
VINCE WILLIAMS JR,G,554.4504921332211,575.2299001970401,381.99167130642167,44.198807631156605,548.4164544736595,1087.500053781144
KAI JONES,C-F,552.3831043140178,553.5852971060744,210.41449233425104,292.08371091740156,546.1614996529067,827.8194175282836
AARON HOLIDAY,G,552.1115418355774,552.2622360029347,121.9800360192597,398.689780379432,547.4112998288939,712.7593052967061
JARRED VANDERBILT,F,550.0361821609554,547.0514219348827,164.37636747468824,342.958873814871,540.5919802508245,760.6833799884845
CHARLES BASSEY,C-F,547.6490955497153,548.6734460271598,134.04236617231786,377.5726869759846,541.3438409769419,722.4791282574668
MITCHELL ROBINSON,C-F,546.9666506262042,545.203198934615,132.27613756353122,382.4006158936625,537.8907565965678,716.1264096106224
NICOLAS BATUM,G-F,541.5447409813863,542.1278939128081,212.93305871841127,272.70555570014454,535.4489414561915,817.6215672088359
PAUL REED,F,540.350655200552,541.2454448287472,193.37947279464962,300.00896970217076,534.126887522279,791.9187251895468
CALEB HOUSTAN,G,534.0862188472116,534.3015281698217,50.493683220854365,468.915107693573,534.2216617260008,599.2102246932909
KESSLER EDWARDS,F,532.7236455018767,533.9069814631505,192.17345393890497,291.16007635325565,527.8772370109748,784.7513224150515
ROB DILLINGHAM,G,531.9061038839959,555.8599987288402,432.1258163521039,0.0,517.4622973128755,1138.5700190121054
LINDY WATERS III,F,531.4410025017365,531.5686057650377,184.77312063098304,297.3201108941062,527.227503382435,767.1239603341406
JORDAN GOODWIN,G,527.8829512107823,534.6689271706945,309.880492074405,123.99358902651228,520.1365959466048,950.6504291917943
ZEKE NNAJI,F-C,526.6886034221544,527.3981231836266,124.99357897314358,369.68519319157014,523.35890093898,690.0042101317028
CHUMA OKEKE,F,522.4796893454782,518.8436790129454,247.63906228143858,203.06882510298888,512.8515839984634,841.1079918400031
DE'ANTHONY MELTON,G,517.9381336028929,517.9960247873354,98.71945875262874,394.6509252249373,512.6963590508614,645.5494421870752
JALEN PICKETT,G,517.243174019382,516.8401598484543,215.15078266525185,242.93481379408942,513.0086339629144,793.5157738225088
TAYLOR HENDRICKS,F,517.2283689014156,517.6958059653622,86.61348579239059,409.3098132172553,513.8225764267022,631.536042510138
SETH CURRY,G,514.1889128381113,518.4431162536089,322.29701415703363,77.57621725159116,505.4640039661896,947.0023668214789
ALEC BURKS,G,513.8966472168754,516.1235277716636,230.0694203146103,221.617864750883,511.4099100714493,815.1478711047388
DAMION BAUGH,G,512.2060828760661,527.9019803180468,378.0527041984714,0.0,501.8239348742925,1035.9810528823684
DOMINICK BARLOW,F,506.3207050338388,505.71083216491274,76.2575076937324,409.4006436841551,502.99259673258143,606.2357515147316
MO BAMBA,C,504.886559599094,507.01841006664364,214.46733912435437,235.27631488949012,503.8851560232561,785.5568491370105
JALEN HOOD-SCHIFINO,G,500.7325380693859,503.0849466122391,281.8519645491929,137.1270189050625,487.19992514817045,873.3696404558614
JARED RHODEN,G,494.86608862896935,493.64209539677853,153.2876025545936,306.4002086336852,483.8883347044574,697.5501196434476
COLBY JONES,G,493.8211089122,492.0230239748262,160.67387832307037,291.3141812547858,488.199216010893,701.2404891993411
DANTE EXUM,G,488.5831343729589,488.1213114055736,98.32469083039453,365.5939673578706,483.095994828544,617.4405250981091
ELFRID PAYTON,G,487.7089584436856,489.53935451829824,215.39116146517682,221.06057161547852,480.0699709114941,768.6969602614661
N'FALY DANTE,C,480.1388669929823,495.41315206930824,337.2424691613246,33.27696097017364,469.3813861621642,943.9368233268294
JAYLEN NOWELL,G,478.6189030250023,478.7726422853705,100.23264038159967,356.37327909081984,473.37521177195225,611.0053315745893
BISMACK BIYOMBO,C,475.9933804247862,475.85984040242005,69.85577573119023,387.2135972423064,473.7962571777922,567.2595986292579
KEATON WALLACE,G,474.8474131439127,504.4626881984008,381.83596430745746,0.0,470.15341145765615,1022.0720802136573
COLIN CASTLETON,C,473.69135337468134,476.33490401109384,268.93205089395855,121.58495861897994,465.49345508836325,832.7848454523926
RON HARPER JR,G-F,472.96553500794744,473.10898698816504,258.99461857917424,137.6131955603797,461.1810181689125,812.6943522233227
MALAKI BRANHAM,F,468.8241909480204,472.808574920816,263.32978154954793,124.59035080581491,464.7711565462964,819.23902137624
MICAH POTTER,C,467.73485758302553,466.9402821754042,100.82115133925207,340.68194128389104,463.50385529266583,598.229085977183
JAYLON TYSON,G-F,463.33562624184736,493.51327562293505,372.5211047610339,0.0,460.181007064647,996.8965847314528
DEANDRE JORDAN,C,461.87252499240543,461.98433038071124,180.3190212456952,233.80993505811801,458.5367883805002,692.9915096649023
DILLON JONES,F,459.3911742673936,508.95823713265696,424.36910721245454,0.0,463.5455515541471,1089.3302717623028
CRAIG PORTER,G,459.04888479937114,457.58611904407076,135.21560203021926,290.1913466557423,450.9104051369178,632.0300471685125
QUENTON JACKSON,G,455.7190077540153,456.42651261318326,169.7528108194977,248.8698736549,448.75191277675947,678.0317898405061
DANIEL THEIS,F-C,454.0703040961901,452.4197567531623,133.66762531399428,286.06868177863373,445.41260448294616,626.0517500852322
JOCK LANDALE,C,453.20876283610227,453.8786245859135,112.7420195597877,313.12275802998903,448.8120198232639,601.2264435224193
DAVID RODDY,F,451.184353598089,451.5620220817725,72.09525029506622,361.53212300152575,448.25408233591634,545.1039263788763
OUSMANE DIENG,F,449.577346514192,449.92208727656697,99.23017770942036,325.02773583451875,446.07298870132695,577.9219251637581
WENDELL MOORE JR,G,449.3860967142748,448.38357747208755,183.61142341157364,213.33933921190777,441.0953981723244,690.2364967019987
JAYLEN CLARK,G,440.997002984116,487.1458698099339,406.58966999849673,0.0,440.1850066923877,1046.591345784604
PAT CONNAUGHTON,G,440.84244702891857,440.15314029406886,129.7381973625456,278.8828944922221,434.71221659568107,608.3634777616088
MONTE MORRIS,G,440.4475531951032,446.4111591827703,258.0456382499818,98.2012382155341,439.0822507141629,785.8750278037812
JAMAL CAIN,F,437.6772173027842,438.1473986623604,117.53994724070279,292.23756546390484,432.7280006294609,590.5376696459908
VASILIJE MICIC,G,435.4221159145314,436.490811423523,86.93337857591321,327.3542046763754,433.48811924931806,550.0996321323134
DEVIN CARTER,G,433.55985101268,470.5914420872038,391.3971096521428,0.0,425.5989465712275,1008.6257608044488
JOHNNY FURPHY,G,433.362792696058,485.7928410960775,415.908710875204,0.0,430.2928138139634,1066.831211627826
RAYAN RUPERT,G-F,426.0838703851184,426.76803569186495,120.17553132461596,276.0013742218832,423.536292995518,581.9087626648085
LANDRY SHAMET,G,425.2741693819464,425.50092136259553,144.59103823550356,238.8331745163434,422.4051599671817,611.6065104530597
TYSON ETIENNE,G,418.82037615410746,449.53838917139916,357.3213133285177,0.0,417.20504847392965,936.7083627919384
JERICHO SIMS,C,415.90427779386187,415.9266746487065,83.89561010771347,311.37755025847775,413.8988163084102,523.7854758247101
OSHAE BRISSETT,F-G,414.32221995093823,412.97954340554105,182.10710706978963,184.08877529881082,404.1476721890362,647.7857353503637
JAE'SEAN TATE,F,411.8554155150816,429.00557238153704,302.1461403518638,3.5568768323951856,406.22680479882183,838.8253509312109
JOHN KONCHAR,G,410.7519054226853,411.17501919484516,124.36504487188168,254.33339395845644,406.81310232117266,575.4298115223792
DUOP REATH,C,408.7277862799587,415.980566365641,239.172693562914,97.69913707776365,406.68666279406375,732.7452813361805
NAE'QWAN TOMLIN,F,405.4832117506402,423.6755872674429,303.10786439057836,0.0,397.6796110176967,834.1841347329402
JOSH MINOTT,F,391.9772676376201,390.92050066483307,95.62446539548354,270.58161522893164,387.54834080451474,514.6214255878274
DRU SMITH,G,387.77577557154007,387.16863883605544,136.88886780779208,217.21277161224737,379.3894405348409,568.411151248923
JAYLEN MARTIN,G,381.3543045036015,416.2826188944077,343.75607090101573,0.0,377.83745407996696,890.8839643056964
TREVELIN QUEEN,G,380.6761538948516,380.7694783490276,78.749158114141,281.61627429789564,376.4943711265088,484.6203260225708
MARVIN BAGLEY III,F,380.3566433472719,383.8450145258951,215.09863000144256,103.17668536675447,376.73157579172346,670.3736589294831
JADEN SPRINGER,G,377.1875437498139,377.2250217416841,79.41980910340973,277.8670197637735,374.1274683289542,481.5468079552743
JORDAN WALSH,G,376.9241705651921,378.3915015518896,81.07843805502914,275.35401095096137,376.00498596075533,482.79957436928726
BRANDEN CARLSON,C,374.8532796209986,421.8676392857951,374.969079562702,0.0,364.90795340236184,943.5784213416428
ALEX REESE,F-C,374.48839524881953,395.2246995096797,309.511284932676,0.0,364.28189223674144,819.5822274201536
BAYLOR SCHEIERMAN,G,373.5357787232105,422.4131070040444,367.23845377769044,0.0,374.9814130308654,929.4931273219206
ERIC GORDON,G,371.2545746817804,373.15836385698907,179.61883618592125,144.59374974028844,368.04743390895806,607.223002584561
JAYLEN SIMS,G,370.58638682193225,397.30001047687057,314.46479870283446,0.0,364.647386637738,838.634692398274
MARCUS GARRETT,G,370.2253384154892,372.27738840012915,195.45657226519126,126.52289342238441,361.6726844324828,626.8538024124955
BONES HYLAND,G,370.193308338541,371.26801594891754,142.77595717372697,192.71810426389885,365.7222838000322,555.3325042661897
MAXWELL LEWIS,F,369.11706318603626,369.75851176539845,198.68153821931287,114.75580827201622,359.72836278458254,630.7038815712892
ISAIAH WONG,G,367.0477292482892,369.2857247121457,201.36119558158717,108.11821248992509,361.7861752815172,630.6294779235291
TERRENCE SHANNON JR,G-F,366.2729490751168,392.77143823075113,313.41518493414173,0.0,362.2211522824748,826.0064667939627
REECE BEEKMAN,G,365.5388829311996,412.31325149080425,367.6055842560133,0.0,357.8096523868768,919.9809682743809
KOBE BUFKIN,G,362.44377579726773,362.8199971686845,54.45731119851019,291.37039458568,365.26766271667304,431.26360463004664
HUNTER TYSON,F,361.9995263603216,363.2443520349746,112.16975862891871,221.73176176211427,360.59689710068983,510.0301145949392
JORDAN MILLER,G,361.6462156127381,363.16409349284555,168.8989371860171,149.02346471402836,358.90510416470795,585.3684849360643
DARIQ WHITEHEAD,G-F,360.8165889892303,359.9395121481895,55.587514453264106,290.7975373426984,358.4497497932101,432.75851902881794
LESTER QUINONES,G,353.787248400859,354.4600334506901,126.95727212025413,196.14952951471426,348.776953388843,518.6012382784571
